UNITID,INSTNM,ADDR,CITY,STABBR,ZIP,FIPS,OBEREG,CHFNM,CHFTITLE,GENTELE,FAXTELE,EIN,OPEID,OPEFLAG,WEBADDR,ADMINURL,FAIDURL,APPLURL,NPRICURL,SECTOR,ICLEVEL,CONTROL,HLOFFER,UGOFFER,GROFFER,HDEGOFR1,DEGGRANT,HBCU,HOSPITAL,MEDICAL,TRIBAL,LOCALE,OPENPUBL,ACT,NEWID,DEATHYR,CLOSEDAT,CYACTIVE,POSTSEC,PSEFLAG,PSET4FLG,RPTMTH,IALIAS,INSTCAT,CCBASIC,CCIPUG,CCIPGRAD,CCUGPROF,CCENRPRF,CCSIZSET,CARNEGIE,LANDGRNT,INSTSIZE,CBSA,CBSATYPE,CSA,NECTA,F1SYSTYP,F1SYSNAM,F1SYSCOD,COUNTYCD,COUNTYNM,CNGDSTCD,LONGITUD,LATITUDE
479576,"ITT Technical Institute-Grand Rapids","1980 Metro Court S.W., Suite 100","Wyoming","MI","49519",26, 3,"Patricia Day","Director","6164061200","6164061250","362061311","10732947",1,"www.itt-tech.edu"," "," "," ","www.itt-tech.edu/npc",3,1,3,5,1,2,30,1,2,-2,2,2,13,1,"A ",-2,-2,"-2",1,1,1,1,1," ",3,-3,-3,-3,-3,-3,-3,-3,2,1,24340,1,266,-2,1,"ITT Educational Services Inc.","302410",26081,"Kent County",2602,-85.715243,42.855560
479585,"ITT Technical Institute-Southfield","26500 Northwestern Highway","Southfield","MI","48076-3716",26, 3,"Kelly Ruddle","Director","2486036100","2486036150","362061311","10732948",1,"www.itt-tech.edu"," "," "," ","www.itt-tech.edu/npc",3,1,3,5,1,2,30,1,2,-2,2,2,13,1,"A ",-2,-2,"-2",1,1,1,1,1," ",3,-3,-3,-3,-3,-3,-3,-3,2,1,19820,1,220,-2,1,"ITT Educational Services Inc.","302410",26125,"Oakland County",2614,-83.260081,42.484210
479594,"ITT Technical Institute-West Palm Beach","1756 North Congress Avenue","West Palm Beach","FL","33409-5180",12, 5,"Marcella Holness","Director","5612334900","5612334950","362061311","10732949",1,"www.itt-tech.edu"," "," "," ","www.itt-tech.edu/npc",3,1,3,5,1,2,30,1,2,-2,2,2,21,1,"A ",-2,-2,"-2",1,1,1,1,1," ",3,-3,-3,-3,-3,-3,-3,-3,2,1,33100,1,370,-2,1,"ITT Educational Services Inc.","302410",12099,"Palm Beach County",1220,-80.085981,26.702190
479600,"ITT Technical Institute-Salem","4825 Commercial Street SE","Salem","OR","97306-1905",41, 8,"Erin Miller-Burns","Director","5035762300","5035762350","362061311","10732950",1,"www.itt-tech.edu"," "," "," ","www.itt-tech.edu/npc",3,1,3,5,1,2,30,1,2,-2,2,2,12,1,"A ",-2,-2,"-2",1,1,1,1,1," ",3,-3,-3,-3,-3,-3,-3,-3,2,1,41420,1,440,-2,1,"ITT Educational Services Inc.","302410",41047,"Marion County",4105,-123.032831,44.885280
479619,"ITT Technical Institute-Deerfield Beach","3401 S University Drive, Suite 100","Fort Lauderdale","FL","33328",12, 5,"Nan Lough","Director","9544769300","9544769350","362061311","10732951",5,"www.itt-tech.edu"," "," "," ","www.itt-tech.edu/npc",3,1,3,5,1,2,30,1,2,-2,2,2,21,1,"A ",-2,-2,"-2",1,1,1,2,1," ",3,-3,-3,-3,-3,-3,-3,-3,2,1,33100,1,370,-2,1,"ITT Educational Services Inc.","302410",12011,"Broward County",1223,-80.251530,26.079049
479628,"ITT Technical Institute-Indianapolis East","2525 N Shadeland Ave","Indianapolis","IN","46219-1794",18, 3,"James Rusine","Director","3173513800","3173513850","362061311","10732952",1,"www.itt-tech.edu"," "," "," ","www.itt-tech.edu/npc",3,1,3,5,1,2,30,1,2,-2,2,2,11,1,"A ",-2,-2,"-2",1,1,1,1,1," ",3,-3,-3,-3,-3,-3,-3,-3,2,1,26900,1,294,-2,1,"ITT Educational Services Inc.","302410",18097,"Marion County",1807,-86.042501,39.803620
479637,"ITT Technical Institute-Douglasville","5901 Stewart Parkway","Douglasville","GA","30135-2371",13, 5,"Thomas Pitts","Director","6787152100","6787152150","362061311","10732953",1,"www.itt-tech.edu"," "," "," ","www.itt-tech.edu/npc",3,1,3,5,1,2,30,1,2,-2,2,2,21,1,"A ",-2,-2,"-2",1,1,1,1,1," ",3,-3,-3,-3,-3,-3,-3,-3,2,1,12060,1,122,-2,1,"ITT Educational Services Inc.","302410",13097,"Douglas County",1313,-84.769391,33.718656
479646,"ITT Technical Institute-Overland Park","7600 West 119th Street","Overland Park","KS","66213-1106",20, 4,"Eddie Colon","Director","9132531300","9132531350","362061311","10732954",1,"www.itt-tech.edu"," "," "," ","www.itt-tech.edu/npc",3,1,3,5,1,2,30,1,2,-2,2,2,12,1,"A ",-2,-2,"-2",1,1,1,1,1," ",3,-3,-3,-3,-3,-3,-3,-3,2,1,28140,1,312,-2,1,"ITT Educational Services Inc.","302410",20091,"Johnson County",2003,-94.674311,38.915180
479655,"ITT Technical Institute-Springfield","1999 Wabash Avenue","Springfield","IL","62704-5373",17, 3,"Jason Thoron","Director","2175475700","2175475750","362061311","10732955",1,"www.itt-tech.edu"," "," "," ","www.itt-tech.edu/npc",3,1,3,5,1,2,30,1,2,-2,2,2,12,1,"A ",-2,-2,"-2",1,1,1,1,1," ",3,-3,-3,-3,-3,-3,-3,-3,2,1,44100,1,522,-2,1,"ITT Educational Services Inc.","302410",17167,"Sangamon County",1718,-89.689521,39.764780
479664,"ITT Technical Institute-West Chester","4750 Wesley Avenue, Suite 100","Norwood","OH","45212",39, 3,"Bill Wright","Director","5135318300","5135318350","362061311","10732956",1,"www.itt-tech.edu"," "," "," ","www.itt-tech.edu/npc",6,2,3,3,1,2,40,1,2,-2,2,2,21,1,"A ",-2,-2,"-2",1,1,1,1,1," ",4,-3,-3,-3,-3,-3,-3,-3,2,1,17140,1,178,-2,1,"ITT Educational Services Inc.","302410",39061,"Hamilton County",3902,-84.449781,39.162180
479770,"University of Phoenix-McAllen Campus","4201 South Shary Road","Mission","TX","78572-1578",48, 6,"William Pepicello, PhD","President","8667660766"," ","860344364","72098843",1,"www.phoenix.edu"," ","faw.phoenix.edu","myapply.phoenix.edu","www.phoenix.edu/tuition_and_financial_options/tuition_and_fees.html",3,1,3,7,1,1,20,1,2,-2,2,2,13,1,"A ",-2,-2,"-2",1,1,1,1,3," ",2,-3,-3,-3,-3,-3,-3,-3,2,1,32580,1,365,-2,1,"University of Phoenix","304820",48215,"Hidalgo County",4815,-98.294657,26.157754
479956,"Pennsylvania State University-World Campus","128 Outreach Building","University Park","PA","16802-1503",42, 2,"Dr. Rodney A. Erickson","President","8148654700"," ","246000376","00332900",2,"www.worldcampus.psu.edu/","admissions.psu.edu/","studentaid.psu.edu/","admissions.psu.edu/apply/","tuition.psu.edu/costestimate.aspx",1,1,1,7,1,1,20,1,2,-2,2,2,41,1,"A ",-2,-2,"-2",1,1,1,1,1,"Penn State",2,-3,-3,-3,-3,-3,-3,-3,2,3,44300,1,524,-2,1,"The Pennsylvania State University","142060",42027,"Centre County",4205,-77.841657,40.832677
479965,"Medical Career Institute","901 West Park Ave","Ocean","NJ","07712",34, 2,"Bogdan Jasinski","Cheif Executive Officer","8003356855","7326951160","204550836","04207500",1,"www.medicalcareerinstitute.net","www.medicalcareerinstitute.net","www.medicalcareerinstitute.net"," ","www.medicalcareerinstitute.net",6,2,3,4,1,2,0,2,2,-2,2,2,21,1,"A ",-2,-2,"-2",1,1,1,1,2," ",6,-3,-3,-3,-3,-3,-3,-3,2,1,35620,1,408,-2,2," ","-2",34025,"Monmouth County",3404,-74.046685,40.263227
479974,"Advance Beauty Techs Academy","641 N State St Ste 1","San Jacinto","CA","92583-6572", 6, 8,"Yolanda T. Duran","SCHOOL DIRECTOR","9514878751","9514878761","263808798","04206800",1,"WWW.ABT-ACADEMY.NET","WWW.ABT-ACADEMY.NET","WWW.ABT-ACADEMY.NET","WWW.ABT-ACADEMY.NET","WWW.ABT-ACADEMY.NET",9,3,3,2,1,2,0,2,2,-2,2,2,22,1,"A ",-2,-2,"-2",1,1,1,1,2,"ABT ACADEMY",6,-3,-3,-3,-3,-3,-3,-3,2,1,40140,1,348,-2,2," ","-2",6065,"Riverside County",636,-116.971478,33.795354
479983,"Longs Peak Academy","700 Ken Pratt Blvd Ste 510","Longmont","CO","80501", 8, 7,"Debbie Nilsen","Owner","3037768110"," ","022410596","04195300",1,"longspeakacademy.com"," "," "," ","longspeakacademy.com",6,2,3,4,1,2,0,2,2,-2,2,2,23,1,"A ",-2,-2,"-2",1,1,1,1,2," ",6,-3,-3,-3,-3,-3,-3,-3,2,1,14500,1,216,-2,2," ","-2",8013,"Boulder County",804,-105.104971,40.153100
479992,"Brand College","529 Hahn Ave Ste 101","Glendale","CA","91203", 6, 8,"Debbie Ruiz","Director","8185500770","8185508293","731704913","04194600",1,"brandcollege.edu"," "," "," ","brandcollege.edu",9,3,3,2,1,2,0,2,2,-2,2,2,12,1,"A ",-2,-2,"-2",1,1,1,1,2," ",6,-3,-3,-3,-3,-3,-3,-3,2,1,31080,1,348,-2,2," ","-2",6037,"Los Angeles County",628,-118.265451,34.157990
480000,"Hinton Barber College","1029-A Tennessee St","Vallejo","CA","94590", 6, 8,"Gerald D. Hinton","President","7076472800","7076472888","271755795","04209800",1,"hintonbarber.com"," "," "," ","nces.ed.gov/ipeds/netpricecalculator/",9,3,3,2,1,2,0,2,2,-2,2,2,12,1,"A ",-2,-2,"-2",1,1,1,1,2," ",6,-3,-3,-3,-3,-3,-3,-3,2,1,46700,1,488,-2,2," ","-2",6095,"Solano County",605,-122.245680,38.109809
480019,"Advanced Career Institute","1728 North Kelsey St","Visalia","CA","93291", 6, 8,"Barry Bither","President","5596511978","5596518032","201675671","04208900",1,"www.advanced.edu"," "," "," ","www.advanced.edu/disclosures",9,3,3,1,1,2,0,2,2,-2,2,2,12,1,"A ",-2,-2,"-2",1,1,1,1,2," ",6,-3,-3,-3,-3,-3,-3,-3,2,1,47300,1,546,-2,2," ","-2",6107,"Tulare County",622,-119.385566,36.344315
480028,"Digital Film Academy","630 9th Ave Ste 901","New York","NY","10036",36, 2,"Patrick DiRenna","President","2123334013","2123332238","134200222","04206200",1,"www.digitalfilmacademy.edu"," "," "," ","www.digitalfilmacademy.edu",9,3,3,2,1,2,0,2,2,-2,2,2,11,1,"A ",-2,-2,"-2",1,1,1,1,2,"Digital Film Center",6,-3,-3,-3,-3,-3,-3,-3,2,1,35620,1,408,-2,2," ","-2",36061,"New York County",3610,-73.991413,40.759983
480037,"MyComputerCareer.com-Raleigh","5511 Capital Center Dr Ste 204","Raleigh","NC","27606",37, 5,"James A Galati","President","9193714820"," ","261239197","04206500",1,"www.mycomputercareer.com"," "," "," ","www.techskills.edu/net-price-calculators/ts-columbus.html",9,3,3,1,1,2,0,2,2,-2,2,2,11,1,"A ",-2,-2,"-2",1,1,1,1,2," ",6,-3,-3,-3,-3,-3,-3,-3,2,1,39580,1,450,-2,1,"MyComputerCareer.com Inc.","303320",37183,"Wake County",3704,-78.727311,35.767210
480064,"Kaplan University-Augusta Campus","14 Marketplace Drive","Augusta","ME","04330",23, 1,"Dr. Christopher Quinn","President","8555862463"," ","371377789","-2",6,"www.kaplanuniversity.edu/augusta-maine.aspx"," "," "," ","www.kaplanuniversity.edu/paying-school.aspx",3,1,3,8,1,1,20,1,2,-2,2,2,32,1,"A ",-2,-2,"-2",1,1,1,2,3," ",3,-3,-3,-3,-3,-3,-3,-3,2,1,12300,2,-2,70600,1,"Kaplan Higher Education Corporation","302640",23011,"Kennebec County",2301,-69.789489,44.340612
480073,"South University-Austin","7700 W Palmer Ln Bldg A Ste A100","Austin","TX","78729",48, 6,"Shelby Frutchey","President","5125168800"," ","272192573","01303915",1,"www.southuniversity.edu"," "," "," ","tcc.noellevitz.com/edmc/Transfer-Students?iframe=true&width=600&height=1000",3,1,3,7,1,1,20,1,2,-2,2,2,41,1,"A ",-2,-2,"-2",1,1,1,1,1," ",2,-3,-3,-3,-3,-3,-3,-3,2,1,12420,1,-2,-2,1,"Education Management Corporation","301790",48491,"Williamson County",4831,-97.751403,30.459476
480082,"South University-Cleveland","4743 Richmond Rd","Cleveland","OH","44128",39, 3,"Scott Behmer","President","8553989280"," ","450949944","01303922",1,"www.southuniversity.edu/cleveland.aspx","www.southuniversity.edu/admissions.aspx","www.southuniversity.edu/financial-aid.aspx","www.southuniversity.edu/admissions/apply-online.aspx","tcc.noellevitz.com/edmc/Transfer-Students?iframe=true&width=600&height=1000",3,1,3,7,1,1,20,1,2,-2,2,2,21,1,"A ",-2,-2,"-2",1,1,1,1,1," ",3,-3,-3,-3,-3,-3,-3,-3,2,1,17460,1,184,-2,1,"Education Management Corporation","301790",39035,"Cuyahoga County",3911,-81.497811,41.431324
480091,"Bryant & Stratton College-Online","180 Redtail Rd","Orchard Park","NY","14127",36, 2,"Doreen Justinger","Vice President","8008365627"," ","160364420","00267802",2,"www.bryantstratton.edu","www.bryantstratton.edu/Admissions.aspx","www.bryantstratton.edu/Financial-Aid.aspx","www.bryantstratton.edu/Admissions/Get-Started.aspx","tcc.noellevitz.com/Bryant-and-Stratton-College-Amherst-NY/Freshman-Students",3,1,3,5,1,2,30,1,2,-2,2,2,21,1,"A ",-2,-2,"-2",1,1,1,1,1," ",3,-3,-3,-3,-3,-3,-3,-3,2,2,15380,1,160,-2,1,"Bryant & Stratton College","300650",36029,"Erie County",3627,-78.767204,42.790790
480107,"Virginia College-Florence","2400 David H. McLeod Blvd","Florence","SC","29501",45, 5,"Peter Slade","President","8434072200"," ","364278052","03010633",1,"www.vc.edu"," "," "," ","enroll.vc.edu/npc/",6,2,3,4,1,2,40,1,2,-2,2,2,23,1,"A ",-2,-2,"-2",1,1,1,1,1," ",4,-3,-3,-3,-3,-3,-3,-3,2,1,22500,1,-2,-2,1,"Education Corporation of America","301770",45041,"Florence County",4507,-79.825531,34.186990
480125,"Ogle School Hair Skin Nails-San Antonio","742 N. Loop 410 Ste 226","San Antonio","TX","78216",48, 6,"John Blair","President & COO","2104240555","8174591985","751396055","01301601",1,"www.ogleschool.edu","www.ogleschool.edu","www.ogleschool.edu","www.ogleschool.edu","www.ogleschool.edu",9,3,3,2,1,2,0,2,2,-2,2,2,11,1,"A ",-2,-2,"-2",1,1,1,1,2," ",6,-3,-3,-3,-3,-3,-3,-3,2,1,41700,1,-2,-2,1,"Liberty Group","302860",48029,"Bexar County",4820,-98.504152,29.520152
480134,"Elizabethtown College School of Continuing and Professional Studies","One Alpha Drive","Elizabethtown","PA","17022",42, 2,"Carl Strikwerda","President","7173611333"," ","231352632","00326200",2,"www.etowndegrees.com/"," ","www.etowndegrees.com/about-us/finaid.asp","www.etowndegrees.com/prospective-students/onlineapp.asp","npc.collegeboard.org/student/app/etown",2,1,2,7,1,1,20,1,2,-2,2,2,21,1,"A ",-2,-2,"-2",1,1,1,1,1," ",2,-3,-3,-3,-3,-3,-3,-3,2,1,29540,1,-2,-2,1,"Elizabethtown College","200550",42071,"Lancaster County",4216,-76.591579,40.149968
480143,"Fortis College-Cutler Bay","19600 S Dixie Highway Suite B","Cutler Bay","FL","33157",12, 5,"Denyse Antunes","Campus President","7863455300","7863455399","581529483","02245506",1,"www.fortis.edu","www.fortis.edu","www.fortis.edu","www.fortis.edu","www.fortisedu.info",3,1,3,5,1,2,30,1,2,-2,2,2,21,1,"A ",-2,-2,"-2",1,1,1,1,2,"Fortis College",3,-3,-3,-3,-3,-3,-3,-3,2,1,33100,1,370,-2,1,"Education Affiliates Inc.","301720",12086,"Miami-Dade County",1227,-80.363442,25.585241
480152,"Anamarc College-El Paso East","8720 Gateway East Blvd","El Paso","TX","79936",48, 6,"Pablo Fuentes","President/Campus Director","9155998505"," ","742953010","03756303",1,"anamarc.edu"," "," "," ","anamarc.edu",6,2,3,3,1,2,40,1,2,-2,2,2,11,1,"A ",-2,-2,"-2",1,1,1,1,2," ",4,-3,-3,-3,-3,-3,-3,-3,2,1,21340,1,238,-2,2," ","-2",48141,"El Paso County",4816,-106.314491,31.729328
480161,"Ideal Beauty Academy","10213 Linn Station Rd","Louisville","KY","40223",21, 5,"Immy Moberly","President","5022904700"," ","611241878","04038701",1,"idealbeautyacademy.net"," "," "," ","idealbeautyacademy.net/consumer-information/",6,2,3,4,1,2,0,2,2,-2,2,2,21,1,"A ",-2,-2,"-2",1,1,1,1,2," ",6,-3,-3,-3,-3,-3,-3,-3,2,1,31140,1,350,-2,2," ","-2",21111,"Jefferson County",2103,-85.567549,38.224654
480170,"Minnesota School of Cosmetology-Plymouth Campus","1425 County Rd 101 N","Plymouth","MN","55447",27, 4,"Elaine Vandenburgh","Campus Director","7634044800","7634044805","383687415","02238101",1,"www.msccollege.edu"," "," "," ","www.msccollege.edu/MSCNetPriceCalculator/npcalc.htm",9,3,3,2,1,2,0,2,2,-2,2,2,13,1,"A ",-2,-2,"-2",1,1,1,1,2," ",6,-3,-3,-3,-3,-3,-3,-3,2,1,33460,1,378,-2,1,"Minnesota School of Cosmetology Inc.","303250",27053,"Hennepin County",2703,-93.502161,44.994286
480189,"Mercyhurst University-North East Campus","16 W Division St","North East","PA","16428",42, 2,"Dr. Ken Zirkle","Assoc. Provost Associate Studi","8147256100","8147256112","250965430","00329701",1,"northeast.mercyhurst.edu/","northeast.mercyhurst.edu/admissions/","northeast.mercyhurst.edu/prospective-students/financial-aid/","northeast.mercyhurst.edu/admissions/apply/","northeast.mercyhurst.edu/files/net-price-calculator/npcalc.htm",5,2,2,3,1,2,40,1,2,2,2,2,31,1,"A ",-2,-2,"-2",1,1,1,1,1," ",4,-3,-3,-3,-3,-3,-3,-3,2,2,21500,1,240,-2,2," ","-2",42049,"Erie County",4205,-79.835671,42.219600
480198,"Warner Pacific College Adult Degree Program","2600 SE 98th Ave Ste 200","Portland","OR","97266",41, 8,"Andrea P. Cook, Ph.D.","President","5035171550"," ","930386890","00322500",2,"www.warnerpacific.edu/adult-degrees/adult-degree-program","www.warnerpacific.edu/adult-degrees/adult-degree-program","www.warnerpacific.edu/adult-degrees/admissions/financial-aid","www.warnerpacific.edu/uploads/files/adult-degrees/admissions/FILLABLE_Application%20packet%20of%20forms_2012SAVABLE.pdf","www.warnerpacific.edu/adult-degrees/admissions/adp-net-price-calculator",2,1,2,7,1,1,20,1,2,-2,2,2,11,1,"A ",-2,-2,"-2",1,1,1,1,3,"Warner Pacific College ADP",2,-3,-3,-3,-3,-3,-3,-3,2,1,38900,1,440,-2,2," ","-2",41051,"Multnomah County",4103,-122.562241,45.503490
480204,"Platt College-Riverside","6465 Sycamore Canyon Blvd Ste 100","Riverside","CA","92507", 6, 8,"Gary Lopez","Campus President","9515724300"," ","262806243","03062702",1,"www.plattcollege.edu"," "," "," ","www.plattcollege.edu",3,1,3,5,1,2,30,1,2,-2,2,2,11,1,"A ",-2,-2,"-2",1,1,1,1,3," ",3,-3,-3,-3,-3,-3,-3,-3,2,1,40140,1,348,-2,1,"Platt College LLC.","303710",6065,"Riverside County",641,-117.298291,33.932840
480301,"Savannah Law School","516 Drayton St","Savannah","GA","31401",13, 5,"Rose Anne Nespica","Associate Dean","9125253900"," ","200209197","03173301",1,"www.savannahlawschool.org/","www.savannahlawschool.org/future-students/admissions-aid/apply/","www.savannahlawschool.org/future-students/admissions-aid/financial-aid/","www.savannahlawschool.org/future-students/admissions-aid/apply/","www.johnmarshall.edu/futurestudent/student-outcomes-disclosures/",3,1,3,9,2,1,13,1,2,-2,2,2,12,1,"A ",-2,-2,"-2",1,1,1,1,1," ",1,-3,-3,-3,-3,-3,-3,-3,2,1,42340,1,496,-2,1,"Atlanta's John Marshall Law School","300370",13051,"Chatham County",1301,-81.093941,32.069170
480310,"Empire Beauty School-Glen Burnie","6320 Ritchie Hwy","Glen Burnie","MD","21061",24, 2,"Michael Bouman","President","4107899516"," ","208939053","00966402",1,"www.empire.edu","www.empire.edu","www.empire.edu"," ","www.empire.edu/net-price-calculator",9,3,3,2,1,2,0,2,2,-2,2,2,21,1,"A ",-2,-2,"-2",1,1,1,1,2," ",6,-3,-3,-3,-3,-3,-3,-3,2,1,12580,1,548,-2,1,"EEG Inc.","301640",24003,"Anne Arundel County",2402,-76.614088,39.203650
480329,"Everest College-Woodbridge","14555 Potomac Mills Rd","Woodbridge","VA","22192",51, 5,"Crystle Flowers","Campus President","5714082100"," ","911419120","02617508",1,"www.everest.edu/campus/woodbridge?"," "," "," ","www.Everest.edu/npc",9,3,3,2,1,2,0,2,2,-2,2,2,21,1,"A ",-2,-2,"-2",1,1,1,1,2," ",6,-3,-3,-3,-3,-3,-3,-3,2,1,47900,1,548,-2,1,"Corinthian Colleges Inc.","301230",51153,"Prince William County",5111,-77.297830,38.635400
480338,"Everest College-Kansas City","1740 W 92nd St","Kansas City","MO","64114",29, 4,"Rosemary Hernandez","Campus President","8164238600"," ","330717605","00814605",5," "," "," "," ","www.Everest.edu/npc",9,3,3,2,1,2,0,2,2,-2,2,2,11,1,"A ",-2,-2,"-2",1,1,1,2,2," ",6,-3,-3,-3,-3,-3,-3,-3,2,1,28140,1,312,-2,1,"Corinthian Colleges Inc.","301230",29095,"Jackson County",2905,-94.607151,38.963570
480347,"International School of Cosmetology-Toni & Guy Hairdressing Academy","8939 E Indian Bean Rd Ste B-2","Scottsdale","AZ","85250", 4, 6,"Kenneth Gibson","President / COO","4802705250","4802705258","953087274","02255402",1,"toniguy.com/academy/scottsdale_beauty_school/default.aspx","toniguy.com/academy/scottsdale_beauty_school/default.aspx","toniguy.com/academy/scottsdale_beauty_school/default.aspx"," ","toniguy.com/academy/santa_monica_beauty_school/default.aspx",9,3,3,2,1,2,0,2,2,-2,2,2,21,1,"A ",-2,-2,"-2",1,1,1,1,2,"International School of Cosmetology dba TONI&GUY Hairdressing Academy",6,-3,-3,-3,-3,-3,-3,-3,2,1,38060,1,-2,-2,2," ","-2",4013,"Maricopa County",406,-111.889155,33.536941
480356,"InterCoast Career Institute-Salem","19 Keewaydin Dr","Salem","NH","03079",33, 1,"Anna Marie Lopez","VP of Financial Aid and Student Affairs","6038945111"," ","954501439","02559408",1,"www.intercoast.edu/","www.intercoast.edu/admissions/","www.intercoast.edu/financial-services/","www.intercoast.edu/","www.intercoast.edu/financial-services/",9,3,3,2,1,2,0,2,2,-2,2,2,21,1,"A ",-2,-2,"-2",1,1,1,1,2," ",6,-3,-3,-3,-3,-3,-3,-3,2,1,14460,1,148,71650,2," ","-2",33015,"Rockingham County",3302,-71.246201,42.775187
480435,"International Sports Sciences Association","1015 Mark Ave","Carpinteria","CA","93013", 6, 8,"Patrick Gamboa","COO","8008924772"," ","770273037","-2",6,"www.issaonline.edu/"," "," ","www.issaonline.edu/ces/ces-application.cfm","www.issaonline.edu/net-price-calculator/",9,3,3,2,1,2,0,2,2,-2,-1,2,22,1,"A ",-2,-2,"-2",1,1,1,2,-1," ",-1,-3,-3,-3,-3,-3,-3,-3,2,-2,42200,1,-2,-2,-1," ","-1",6083,"Santa Barbara County",624,-119.486389,34.386733
480444,"Abraham Lincoln University","3530 Wilshire Blvd Ste 1430","Los Angeles","CA","90010", 6, 8,"Daryl Fisher-Ogden","Dean of University Programs","2132525100"," ","954591138","-2",6,"www.alu.edu"," "," "," ","www.alu.edu/tuition-financing/tuition-fee-schedules.php",3,1,3,9,1,1,13,1,2,-2,2,2,11,1,"A ",-2,-2,"-2",1,1,1,2,3," ",2,-3,-3,-3,-3,-3,-3,-3,2,1,31080,1,348,-2,2," ","-2",6037,"Los Angeles County",634,-118.301191,34.061030
480480,"National College-Canton","4736 Dressler Rd NW","Canton","OH","44718",39, 3,"Frank Longaker","President","3304925300"," ","541000842","00372614",1,"www.national-college.edu/locations/stark-county-oh/","www.national-college.edu/admissions/","www.national-college.edu/admissions/financial-assistance/","www.national-college.edu/profile/login/","www.national-college.edu/admissions/financial-assistance/net-price-tn/",6,2,3,3,1,2,40,1,2,-2,2,2,21,1,"A ",-2,-2,"-2",1,1,1,1,1," ",4,-3,-3,-3,-3,-3,-3,-3,2,1,15940,1,184,-2,1,"American National University","300032",39151,"Stark County",3916,-81.434131,40.849930
480499,"Shiloh University","100 Shiloh DR","Kalona","IA","52247",19, 4,"Christopher Reeves","President","3196562447","3196562448","205795380","-2",6,"www.shilohuniversity.edu","www.shilohuniversity.edu/application-process"," "," ","www.shilohuniversity.edu/tuition",2,1,2,7,1,1,20,1,2,-1,2,2,42,1,"A ",-2,-2,"-2",1,1,1,2,1," ",2,-3,-3,-3,-3,-3,-3,-3,2,1,26980,1,168,-2,2," ","-2",19183,"Washington County",1902,-91.698993,41.454679
480505,"Court Reporting Institute of Arlington","4300 Wilson Blvd Ste 140","Arlington","VA","22203",51, 5,"Darrell Joy","Campus Director","3142641874"," ","751590799","02119203",5,"www.cri.edu/arlington-court-reporting-school.asp"," "," "," ","www.vatterott.edu/calculator/",6,2,3,3,1,2,40,1,2,-2,2,2,12,1,"M ",-2,2013,"09/24/2013",1,1,1,2,1," ",4,-3,-3,-3,-3,-3,-3,-3,2,1,47900,1,548,-2,1,"Vatterott Educational Centers Inc.","304860",51013,"Arlington County",5108,-77.112611,38.879850
480514,"Vatterott College-Fairview Heights","110 Commerce Lane","Fairview Heights","IL","62208",17, 3,"Cody Dunlap","Campus Director","6182930025"," ","430918652","00750103",1,"www.vatterott.edu"," "," "," ","www.vatterott.edu/calculator/",9,3,3,2,1,2,0,2,2,-2,2,2,21,1,"A ",-2,-2,"-2",1,1,1,1,3," ",6,-3,-3,-3,-3,-3,-3,-3,2,1,41180,1,476,-2,1,"Vatterott Educational Centers Inc.","304860",17163,"St. Clair County",1712,-89.989371,38.597790
480523,"Ross Medical Education Center-Dayton","4490 Brandt Pike","Dayton","OH","45424",39, 3,"George Grayeb","Chief Executive Officer","9372350510","9372350604","202154596","02246303",1,"www.rosseducation.edu","www.rosseducation.edu","www.rosseducation.edu"," ","www.rosseducation.edu",9,3,3,2,1,2,0,2,2,-2,2,2,12,1,"A ",-2,-2,"-2",1,1,1,1,2," ",6,-3,-3,-3,-3,-3,-3,-3,2,1,19380,1,212,-2,1,"Ross Education, LLC","304050",39113,"Montgomery County",3910,-84.128310,39.818115
480532,"Ross Medical Education Center-Ontario","2150 W 4th St","Ontario","OH","44906",39, 3,"George Grayeb","Chief Executive Officer","4197472206","4197472203","202154596","02339704",1,"www.rosseducation.edu","www.rosseducation.edu","www.rosseducation.edu"," ","www.rosseducation.edu",9,3,3,2,1,2,0,2,2,-2,2,2,23,1,"A ",-2,-2,"-2",1,1,1,1,2," ",6,-3,-3,-3,-3,-3,-3,-3,2,1,31900,1,360,-2,1,"Ross Education, LLC","304050",39139,"Richland County",3907,-82.591771,40.773900
480550,"Ross Medical Education Center-Bowling Green","1751 Scottsville Rd Ste 1","Bowling Green","KY","42104",21, 5,"George Grayeb","Chief Executive Officer","2707962052","2707962059","202154596","02099706",1,"www.rosseducation.edu","www.rosseducation.edu","www.rosseducation.edu"," ","www.rosseducation.edu",9,3,3,2,1,2,0,2,2,-2,2,2,13,1,"A ",-2,-2,"-2",1,1,1,1,2," ",6,-3,-3,-3,-3,-3,-3,-3,2,1,14540,1,150,-2,1,"Ross Education, LLC","304050",21227,"Warren County",2102,-86.433167,36.967947
